id,catégorie,sous_catégorie,marque,modèle,processeur,carte_graphique,mémoire_ram_go,stockage_go,type_stockage,écran_pouces,prix_cad,note_clients_sur_5,poids_kg,stock_disponible,couleur,système,réseau,ports_usb,année_modèle,description,pays,devise,date_génération
1916,Portable de gaming,Extrême,Alienware,x16 408-E45-Pro,Intel Core i7-13700F,AMD Radeon RX 7900 XT,64,2000,SSD SATA,17.3,3429.18,4.1,3.05,34,noir,Windows 11 Famille,Wi‑Fi 6,5,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1917,Portable de gaming,Extrême,Lenovo,Legion Pro 363-A87-Max,Intel Core i5-13400F,NVIDIA GeForce RTX 4080,48,2000,SSD NVMe,16,3358.58,3.9,2.86,17,bleu,Windows 11 Pro,Wi‑Fi 7,5,2025,PC de jeu puissant avec processeur Intel Core i5-13400F et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1918,Portable de gaming,Entrée de gamme,Alienware,Aurora R16 898-D77-X,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4060,16,1000,SSD NVMe,17.3,1231.39,4.8,2.5,0,blanc,Windows 11 Pro,Wi‑Fi 6,4,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
1919,Portable de gaming,Milieu de gamme,ASUS,ROG G15 841-D60-X,Intel Core i7-13700F,NVIDIA GeForce RTX 4070,16,1000,SSD NVMe,15.6,1717.62,4,2.63,13,argent,Windows 11 Famille,Wi‑Fi 7,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 16 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1920,Ordinateur de bureau,Extrême,Gigabyte,G5 838-D83-X,Intel Core i9-13900KF,NVIDIA GeForce RTX 4090,48,1000,SSD SATA,0,4252.38,4,9.86,11,gris,Windows 11 Famille,Wi‑Fi 7,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1921,Portable de gaming,Milieu de gamme,ASUS,ROG Strix 590-B60,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4060,16,4000,SSD NVMe,16,1735.61,4.3,2.71,48,blanc,Windows 11 Pro,Wi‑Fi 6,4,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
1922,Ordinateur de bureau,Entrée de gamme,Dell,Inspiron Gaming 847-B36-Pro,Intel Core i5-13400F,AMD Radeon RX 7600,8,1000,SSD NVMe,0,1093.28,4.2,13.48,33,bleu,Windows 11 Famille,Wi‑Fi 6,10,2025,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i5-13400F, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1923,Portable de gaming,Extrême,Razer,Blade 15 577-B31-SE,Intel Core i5-13400F,NVIDIA GeForce RTX 4090,64,4000,SSD NVMe,15.6,4945.85,4.6,2.41,16,argent,Windows 11 Pro,Wi‑Fi 7,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i5-13400F, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1924,Portable de gaming,Haut de gamme,HP,Pavilion Gaming 252-B10-Pro,Intel Core i5-13400F,NVIDIA GeForce RTX 4060,48,2000,SSD SATA,17.3,2053.56,4.7,3.1,46,gris,Windows 11 Pro,Wi‑Fi 7,4,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 2000 Go SSD SATA, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
1925,Portable de gaming,Milieu de gamme,Acer,Nitro 814-D36-SE,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,16,4000,SSD SATA,16,1726.73,4.6,2.91,37,noir/rouge,Windows 11 Famille,Wi‑Fi 7,3,2023,PC de jeu puissant avec processeur Intel Core i9-13900KF et NVIDIA GeForce RTX 4060; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1926,Ordinateur de bureau,Haut de gamme,Dell,G15 625-A89,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,24,512,SSD NVMe,0,2581.35,4.1,13.18,39,noir/rouge,Windows 11 Famille,Wi‑Fi 6,6,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1927,Ordinateur de bureau,Extrême,Alienware,m16 237-B40-Max,Intel Core i7-13700F,AMD Radeon RX 7700 XT,64,4000,SSD NVMe,0,3065.91,5,8.21,24,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,7,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7700 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1928,Ordinateur de bureau,Extrême,HP,OMEN 438-B83-Max,AMD Ryzen 5 7600,AMD Radeon RX 7900 XT,48,512,SSD SATA,0,2990.06,4.6,8.32,5,blanc,Windows 11 Famille,Wi‑Fi 7,6,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1929,Portable de gaming,Haut de gamme,ASUS,ROG G15 726-D81-Max,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,8,512,SSD NVMe,15.6,2321.2,5,2.4,35,gris,Windows 11 Pro,Wi‑Fi 6,5,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4080, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1930,Ordinateur de bureau,Milieu de gamme,ASUS,ROG G15 370-E69-Max,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,24,1000,SSD SATA,0,1431.74,4.3,8.36,6,noir,Windows 11 Famille,Wi‑Fi 6E,10,2025,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1931,Portable de gaming,Milieu de gamme,Gigabyte,G5 246-E62-Pro,Intel Core i7-13700F,AMD Radeon RX 7600,8,4000,SSD NVMe,15.6,1413.98,4.5,2.43,25,gris,Windows 11 Famille,Wi‑Fi 6,6,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1932,Portable de gaming,Milieu de gamme,Alienware,Aurora R16 822-D22-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,24,512,SSD SATA,16,1319.95,3.8,3.15,0,noir/rouge,Windows 11 Famille,Wi‑Fi 6,3,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1933,Portable de gaming,Extrême,MSI,Raider 957-E34-SE,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4090,64,1000,SSD NVMe,16,4623.74,5,2.65,28,blanc,Windows 11 Pro,Wi‑Fi 6E,5,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1934,Ordinateur de bureau,Haut de gamme,Lenovo,LOQ 147-A21-Pro,Intel Core i9-13900KF,AMD Radeon RX 7900 XT,16,1000,SSD NVMe,0,2451.51,4.5,9.29,0,blanc,Windows 11 Famille,Wi‑Fi 6E,8,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1935,Ordinateur de bureau,Extrême,Razer,Blade 18 511-A38-X,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4080,48,4000,SSD NVMe,0,3740.74,4.5,18.63,34,gris,Windows 11 Pro,Wi‑Fi 7,9,2025,PC de jeu puissant avec processeur AMD Ryzen 5 7600 et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1936,Portable de gaming,Haut de gamme,Gigabyte,AORUS 542-A49-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4070,48,512,SSD NVMe,17.3,2237.91,4.1,2.78,33,noir/rouge,Windows 11 Pro,Wi‑Fi 7,4,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1937,Ordinateur de bureau,Extrême,Acer,Predator Helios 854-C82-Pro,Intel Core i9-13900KF,NVIDIA GeForce RTX 4090,32,4000,SSD NVMe,0,4559.03,5,11.66,29,noir/rouge,Windows 11 Famille,Wi‑Fi 6,6,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1938,Portable de gaming,Extrême,Razer,Blade 15 825-C52,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,24,1000,SSD SATA,17.3,3680.62,4.4,2.79,29,noir,Windows 11 Pro,Wi‑Fi 7,6,2025,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1939,Portable de gaming,Milieu de gamme,Razer,Blade 18 139-A54-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4070,8,512,SSD NVMe,17.3,1481.38,4.4,2.82,26,noir,Windows 11 Pro,Wi‑Fi 6,4,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4070; parfait pour l'esport.,Canada,CAD,2025-10-06
1940,Portable de gaming,Haut de gamme,HP,Victus 797-A26-Max,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,48,4000,SSD NVMe,15.6,2188.78,3.7,2.12,5,gris,Windows 11 Pro,Wi‑Fi 6E,7,2023,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1941,Portable de gaming,Haut de gamme,Lenovo,LOQ 718-D83-SE,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4070,32,256,SSD NVMe,16,1962.18,3.9,3.03,34,argent,Windows 11 Famille,Wi‑Fi 6,5,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4070, stockage 256 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1942,Ordinateur de bureau,Haut de gamme,Razer,Blade 18 948-B75-Pro,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,48,4000,SSD NVMe,0,2433.89,5,14.9,0,argent,Windows 11 Pro,Wi‑Fi 7,8,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7600, stockage 4000 Go SSD NVMe, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
1943,Ordinateur de bureau,Extrême,Lenovo,Legion Pro 108-A70-SE,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4080,48,4000,HDD,0,3878.37,4.8,12.58,21,gris,Windows 11 Pro,Wi‑Fi 6E,10,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1944,Ordinateur de bureau,Haut de gamme,HP,Victus 970-A67,Intel Core i7-13700F,AMD Radeon RX 7700 XT,32,512,SSD NVMe,0,1917.52,4.8,9.63,34,gris,Windows 11 Pro,Wi‑Fi 7,9,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1945,Portable de gaming,Haut de gamme,Gigabyte,G5 211-D13-SE,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,16,1000,SSD NVMe,17.3,2544.29,4.3,2.92,10,noir/rouge,Windows 11 Pro,Wi‑Fi 7,3,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1946,Ordinateur de bureau,Extrême,MSI,Aegis 820-E64-SE,Intel Core i9-13900KF,NVIDIA GeForce RTX 4090,48,512,HDD,0,4275.8,4.5,9.34,64,noir/rouge,Windows 11 Pro,Wi‑Fi 7,10,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4090, stockage 512 Go HDD, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
1947,Portable de gaming,Extrême,Gigabyte,AERO 943-B49-Pro,AMD Ryzen 5 7600,AMD Radeon RX 7900 XT,64,512,SSD NVMe,16,3230.73,4.5,2.58,15,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,5,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1948,Portable de gaming,Milieu de gamme,ASUS,TUF Gaming 773-A92-Pro,AMD Ryzen 5 7600,AMD Radeon RX 7600,48,512,SSD NVMe,15.6,1697.44,4.5,2.48,13,noir/rouge,Windows 11 Famille,Wi‑Fi 7,6,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1949,Portable de gaming,Haut de gamme,HP,OMEN 293-D84-X,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,48,1000,SSD NVMe,15.6,2401.01,4.4,2.13,42,noir,Windows 11 Famille,Wi‑Fi 6,4,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4070, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1950,Portable de gaming,Haut de gamme,Dell,G15 569-B50-X,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,8,1000,SSD NVMe,15.6,2396.26,4.5,1.96,0,argent,Windows 11 Famille,Wi‑Fi 6,4,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4080; parfait pour l'esport.,Canada,CAD,2025-10-06
1951,Portable de gaming,Milieu de gamme,HP,Victus 176-C64-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,48,512,SSD SATA,16,1846.83,4,2.17,27,noir,Windows 11 Pro,Wi‑Fi 6,4,2023,PC de jeu puissant avec processeur Intel Core i9-13900KF et NVIDIA GeForce RTX 4060; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1952,Ordinateur de bureau,Extrême,Alienware,m16 357-A34-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4080,24,4000,SSD NVMe,0,3312.97,4.6,10.02,50,noir,Windows 11 Pro,Wi‑Fi 6,7,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1953,Portable de gaming,Haut de gamme,Lenovo,LOQ 195-B71-SE,Intel Core i5-13400F,AMD Radeon RX 7900 XT,32,1000,SSD NVMe,17.3,2608.37,4.7,3.16,22,argent,Windows 11 Famille,Wi‑Fi 6,2,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1954,Portable de gaming,Haut de gamme,MSI,Raider 403-C63-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,64,256,HDD,16,2528.79,4.5,2.56,27,bleu,Windows 11 Pro,Wi‑Fi 6E,4,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4070; parfait pour l'esport.,Canada,CAD,2025-10-06
1955,Portable de gaming,Haut de gamme,Alienware,m16 538-A73-Pro,AMD Ryzen 7 7800X3D,AMD Radeon RX 7600,64,1000,HDD,15.6,2109.42,4.2,2.27,28,blanc,Windows 11 Famille,Wi‑Fi 6E,3,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1956,Ordinateur de bureau,Haut de gamme,MSI,Raider 136-A76-Max,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,16,2000,SSD NVMe,0,2609.4,4.2,12.3,29,blanc,Windows 11 Famille,Wi‑Fi 7,10,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1957,Portable de gaming,Milieu de gamme,Acer,Predator Helios 677-D57,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4060,32,256,SSD NVMe,17.3,1413.95,4.4,2.89,21,noir,Windows 11 Pro,Wi‑Fi 7,6,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1958,Portable de gaming,Extrême,ASUS,TUF Gaming 157-B84,Intel Core i9-13900KF,NVIDIA GeForce RTX 4080,48,256,SSD NVMe,17.3,3132.62,4.3,2.58,36,noir,Windows 11 Famille,Wi‑Fi 6E,3,2023,PC de jeu puissant avec processeur Intel Core i9-13900KF et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1959,Portable de gaming,Haut de gamme,Razer,Blade 18 802-B97-X,AMD Ryzen 7 7800X3D,AMD Radeon RX 7700 XT,64,256,SSD SATA,15.6,2375.65,4.5,2.76,12,noir/rouge,Windows 11 Pro,Wi‑Fi 7,4,2023,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1960,Ordinateur de bureau,Milieu de gamme,MSI,Raider 125-D20-X,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4060,8,4000,SSD NVMe,0,1619.9,4.3,12.61,19,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,8,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1961,Portable de gaming,Haut de gamme,Acer,Nitro 423-C89,AMD Ryzen 5 7600,AMD Radeon RX 7700 XT,48,4000,SSD SATA,15.6,2687.6,4.7,2.47,19,noir,Windows 11 Famille,Wi‑Fi 6E,4,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7700 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1962,Portable de gaming,Extrême,Acer,Predator Orion 950-A20-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,48,4000,SSD NVMe,16,4645.4,4,3.14,26,gris,Windows 11 Pro,Wi‑Fi 7,6,2025,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1963,Portable de gaming,Extrême,Acer,Predator Orion 602-D11-Pro,AMD Ryzen 5 7600,AMD Radeon RX 7900 XT,64,256,SSD NVMe,16,3144.59,5,2.24,20,gris,Windows 11 Pro,Wi‑Fi 6,4,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 256 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1964,Portable de gaming,Haut de gamme,Lenovo,Legion 576-C70-SE,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4080,8,2000,SSD NVMe,17.3,2644.49,3.9,2.64,12,blanc,Windows 11 Pro,Wi‑Fi 6E,5,2024,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4080, stockage 2000 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1965,Portable de gaming,Extrême,Gigabyte,AORUS 188-B88-Max,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,16,4000,SSD NVMe,16,4064.75,3,2.02,33,bleu,Windows 11 Famille,Wi‑Fi 6,3,2024,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4090; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1966,Ordinateur de bureau,Haut de gamme,Alienware,x16 548-A10,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4060,64,4000,HDD,0,2714.69,3.7,16.66,15,noir/rouge,Windows 11 Pro,Wi‑Fi 7,8,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1967,Ordinateur de bureau,Extrême,Razer,Blade 15 176-D58-X,AMD Ryzen 5 7600,AMD Radeon RX 7900 XT,48,1000,SSD NVMe,0,2969.68,4.8,9.12,37,noir,Windows 11 Famille,Wi‑Fi 6,6,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1968,Portable de gaming,Haut de gamme,Razer,Blade 18 343-C96-Pro,Intel Core i5-13400F,AMD Radeon RX 7900 XT,32,256,SSD NVMe,17.3,2424.86,5,2.04,53,bleu,Windows 11 Pro,Wi‑Fi 6,5,2025,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 256 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1969,Ordinateur de bureau,Haut de gamme,MSI,Katana 101-E97-Max,Intel Core i5-13400F,NVIDIA GeForce RTX 4080,16,256,SSD NVMe,0,2631.59,5,19.1,19,blanc,Windows 11 Famille,Wi‑Fi 6E,6,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i5-13400F, 16 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1970,Portable de gaming,Extrême,Lenovo,Legion Pro 661-E57-Max,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,32,512,SSD NVMe,16,3836.76,4.1,2.26,30,gris,Windows 11 Famille,Wi‑Fi 6,5,2023,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4090; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1971,Portable de gaming,Haut de gamme,MSI,Katana 152-A73-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,64,512,SSD NVMe,15.6,2117.43,5,1.97,24,bleu,Windows 11 Pro,Wi‑Fi 6E,4,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
1972,Portable de gaming,Extrême,Acer,Predator Helios 112-B89,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4080,48,4000,SSD NVMe,17.3,3690.86,5,2.56,0,noir/rouge,Windows 11 Pro,Wi‑Fi 6,5,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4080, stockage 4000 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1973,Portable de gaming,Haut de gamme,Dell,Inspiron Gaming 866-C42-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,16,2000,SSD NVMe,17.3,2785.69,4.5,2.73,40,noir/rouge,Windows 11 Pro,Wi‑Fi 7,4,2023,PC de jeu puissant avec processeur Intel Core i7-13700F et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1974,Portable de gaming,Extrême,HP,OMEN 391-A54-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,24,256,HDD,17.3,3737.03,3.4,2.02,16,argent,Windows 11 Famille,Wi‑Fi 6,3,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1975,Portable de gaming,Milieu de gamme,Lenovo,Legion 915-D83-Max,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,32,2000,SSD NVMe,17.3,1719.31,3.7,3.03,17,noir,Windows 11 Pro,Wi‑Fi 7,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1976,Ordinateur de bureau,Haut de gamme,Gigabyte,AORUS 408-E94-Max,Intel Core i9-13900KF,AMD Radeon RX 7600,24,4000,SSD SATA,0,1923.35,4.6,6.04,7,gris,Windows 11 Famille,Wi‑Fi 6E,6,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1977,Ordinateur de bureau,Milieu de gamme,MSI,Codex 316-C74,Intel Core i9-13900KF,AMD Radeon RX 7700 XT,8,1000,SSD NVMe,0,1396.94,4.4,13.84,20,bleu,Windows 11 Famille,Wi‑Fi 7,8,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1978,Ordinateur de bureau,Haut de gamme,Alienware,m16 364-C41-X,AMD Ryzen 5 7600,AMD Radeon RX 7700 XT,48,256,SSD NVMe,0,2051.83,4.6,12.82,33,noir/rouge,Windows 11 Famille,Wi‑Fi 7,10,2024,PC de jeu puissant avec processeur AMD Ryzen 5 7600 et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1979,Portable de gaming,Haut de gamme,Razer,Blade 16 793-D75-Max,AMD Ryzen 9 7950X3D,AMD Radeon RX 7700 XT,24,4000,SSD NVMe,15.6,2024.38,4.2,2.42,25,bleu,Windows 11 Pro,Wi‑Fi 6E,5,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1980,Ordinateur de bureau,Entrée de gamme,Lenovo,Legion Pro 840-B93-Max,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4060,8,512,SSD NVMe,0,1257.15,4.1,9.68,32,argent,Windows 11 Pro,Wi‑Fi 6E,7,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1981,Portable de gaming,Extrême,Acer,Predator Helios 971-C47-Pro,Intel Core i7-13700F,AMD Radeon RX 7900 XT,48,4000,SSD SATA,16,3494.51,3.8,3.02,44,noir/rouge,Windows 11 Famille,Wi‑Fi 7,6,2023,PC de jeu puissant avec processeur Intel Core i7-13700F et AMD Radeon RX 7900 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1982,Ordinateur de bureau,Milieu de gamme,HP,Victus 723-E45-Pro,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4060,24,512,SSD NVMe,0,1594.48,3.9,9.55,27,blanc,Windows 11 Famille,Wi‑Fi 7,9,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1983,Portable de gaming,Extrême,Gigabyte,AORUS 368-D20,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4080,48,256,SSD SATA,16,3205.74,4.7,2.63,45,blanc,Windows 11 Famille,Wi‑Fi 6E,3,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1984,Portable de gaming,Extrême,Razer,Blade 18 565-E79-SE,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4080,24,1000,SSD NVMe,16,2855.98,4.3,2.43,37,noir,Windows 11 Pro,Wi‑Fi 6,6,2024,PC de jeu puissant avec processeur AMD Ryzen 5 7600 et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1985,Portable de gaming,Haut de gamme,ASUS,TUF Gaming 808-B63-SE,Intel Core i5-13400F,AMD Radeon RX 7700 XT,24,4000,SSD NVMe,17.3,2109.28,5,1.61,20,noir/rouge,Windows 11 Famille,Wi‑Fi 7,7,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i5-13400F, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
